Make,Model,Location,First registration,Mileage,Power,Transmission,Fuel,Drive type,Consumption,CO2 emissions,Body color,Interior color,Interior material,Body,Doors,Seats,Price
Cupra,Ateca,Germany,2024,20,296,Automatic,Petrol,4x4,9.0,175,Green,Grey interior,Part leather interior,SUV / offroad,4/5 doors,5,52899.0
Seat,Ateca,Germany,2024,4500,148,Automatic,Petrol,4x2,5.6,128,Silver,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,37699.0
Mazda,CX-5,Italy,2023,13300,162,Automatic,Petrol,4x2,7.7,187,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,39699.0
Porsche,Cayenne,Poland,2019,71750,335,Automatic,Petrol,4x4,8.7,209,Grey,4/5 doors,Part leather interior,SUV / offroad,4/5 doors,5,67349.0
Mercedes-Benz,A 180,Belgium,2021,42000,134,Automatic,Petrol,4x2,5.3,122,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,30449.0
BMW,420 Gran Coupé,Slovakia,2024,15000,188,Automatic,Diesel,4x4,5.1,135,Grey,4/5 doors,Alcantara interior,Sedans / saloons,4/5 doors,5,105249.0
Suzuki,Vitara,Austria,2015,99000,118,Manual,Diesel,4x2,4.0,106,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,15599.0
Mercedes-Benz,A 45 AMG,Germany,2024,4900,416,Automatic,Petrol,4x4,9.1,217,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,76049.0
Volkswagen,Touran,Germany,2024,10,148,Automatic,Diesel,4x2,4.9,138,White,Black interior,4/5 doors,MPV,4/5 doors,7,51149.0
Audi,A4,Germany,2021,72340,201,Automatic,Diesel,4x2,4.5,119,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,27299.0
Audi,Q5,Germany,2022,24770,201,Automatic,Diesel,4x4,5.4,142,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,52599.0
BMW,X2,Poland,2024,5,168,Automatic,Petrol,4x2,7.7,187,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,55549.0
Opel,Vivaro,Germany,2018,93000,118,Manual,Diesel,4x2,6.7,175,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,16849.0
Volkswagen,Tiguan,Germany,2019,68000,148,Manual,Diesel,4x2,4.8,125,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,24199.0
Opel,Corsa,Germany,2020,35000,129,Automatic,Petrol,4x2,4.5,103,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,17949.0
BMW,420,Germany,2024,24929,181,Automatic,Petrol,4x2,7.7,187,Black,Brown interior,Full leather interior,Cabriolet,2/3 doors,4,49999.0
Škoda,Karoq,Germany,2020,119750,148,Automatic,Diesel,4x4,5.5,144,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,27599.0
Peugeot,308,Spain,2024,18200,129,Automatic,Diesel,4x2,7.7,187,White,Other interior color,Other interior material,Station Wagon,4/5 doors,5,28449.0
Volkswagen,Golf,Germany,2015,39642,123,Manual,Petrol,4x2,5.2,120,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,15799.0
Renault,Grand Scenic,Netherlands,2020,47076,139,Manual,Petrol,4x2,6.1,139,Blue,Other interior color,Cloth interior,MPV,4/5 doors,7,24799.0
Opel,Crossland,Italy,2021,60000,82,Manual,Petrol,4x2,4.6,106,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,15549.0
Mercedes-Benz,V 220,Spain,2022,61000,161,Automatic,Diesel,4x2,7.7,187,Black,Other interior color,Other interior material,MPV/VAN,4/5 doors,6,50199.0
Mercedes-Benz,GLB 200,Germany,2023,3959,161,Automatic,Petrol,4x2,7.7,187,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,47849.0
Opel,Corsa,Italy,2021,90000,74,Manual,Petrol,4x2,4.1,93,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,11199.0
Mazda,CX-30,Germany,2022,24306,148,Automatic,Petrol,4x2,6.9,126,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,28099.0
Škoda,Scala,Italy,2023,10,109,Manual,Petrol,4x2,4.8,109,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,25849.0
Volvo,XC60,Germany,2022,40600,194,Automatic,Diesel,4x2,7.7,187,Black,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,38249.0
Land Rover,Discovery Sport,Germany,2020,45314,148,Automatic,Diesel,4x4,5.6,148,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,30899.0
Honda,CR-V,Germany,2018,82500,153,Manual,Petrol,4x2,7.2,168,Brown,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,21049.0
BMW,M3,Germany,2024,12305,503,Automatic,Petrol,4x4,10.8,248,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5,115499.0
Volkswagen,T6 California,Germany,2016,83500,148,Manual,Diesel,4x4,8.0,209,Beige,Beige interior,Cloth interior,Cargo VAN,4/5 doors,4,48049.0
Ford,Transit Custom,Netherlands,2020,51909,182,Automatic,Diesel,4x2,6.0,155,Black,Black interior,Part leather interior,Cargo VAN,4/5 doors,3,42899.0
Peugeot,2008,Italy,2024,10,99,Manual,Petrol,4x2,5.5,105,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,24499.0
BMW,X3,Germany,2024,0,188,Automatic,Diesel,4x4,7.7,187,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,68099.0
Mercedes-Benz,GLB 200,Spain,2021,49859,148,Automatic,Diesel,4x2,4.8,127,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,40899.0
Ford,Focus,Germany,2015,74755,118,Manual,Diesel,4x2,4.1,105,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,11349.0
Dacia,Sandero,Germany,2024,11,109,Manual,Petrol,4x2,5.5,125,Green,Other interior color,Cloth interior,Hatchback,4/5 doors,5,22649.0
Mercedes-Benz,GLE 400,Germany,2020,84223,326,Automatic,Diesel,4x4,7.7,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,77449.0
Dacia,Duster,Germany,2016,149735,107,Manual,Diesel,4x4,5.6,145,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,11849.0
Volkswagen,Touran,Germany,2023,10040,148,Automatic,Petrol,4x2,5.6,148,Black,Black interior,Cloth interior,MPV,4/5 doors,7,41899.0
Mercedes-Benz,S 580,Germany,2023,50000,496,Automatic,Petrol,4x4,7.7,187,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,158849.0
BMW,116,Spain,2021,49371,114,Manual,Diesel,4x2,3.8,101,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,21399.0
Citroën,Berlingo,Germany,2019,44446,129,Manual,Diesel,4x2,4.5,118,White,Grey interior,Cloth interior,Cargo VAN,4/5 doors,3,17199.0
Opel,Corsa,Germany,2024,980,99,Manual,Petrol,4x2,4.3,98,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,22799.0
MINI,4/5 doors,Netherlands,2024,13608,154,Automatic,Petrol,4x2,7.7,187,Green,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,54349.0
Fiat,Panda,Italy,2020,46700,84,Manual,Petrol,4x4,5.1,116,White,Grey interior,Part leather interior,Hatchback,4/5 doors,4,16099.0
Peugeot,208,France,2024,10,99,Manual,Petrol,4x2,5.3,97,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5,20649.0
MINI,Cooper,Germany,2023,41500,134,Automatic,Petrol,4x2,5.6,112,Green,Grey interior,Cloth interior,Hatchback,2/3 doors,4,25149.0
Škoda,Octavia,Germany,2020,65092,148,Automatic,Diesel,4x2,4.6,119,Silver,Black interior,Part leather interior,Station Wagon,4/5 doors,5,26799.0
Volkswagen,Tiguan,Germany,2024,0,190,Automatic,Diesel,4x4,5.5,143,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,68649.0
Lamborghini,Huracan,Germany,2022,10690,630,Automatic,Petrol,4x4,7.7,187,Green,Black interior,Full leather interior,Coupe,2/3 doors,2,285849.0
BMW,118,Spain,2023,17434,148,Automatic,Diesel,4x2,4.2,111,4/5 doors,Other interior color,Other interior material,Hatchback,4/5 doors,5,37199.0
Alfa Romeo,Giulia,Poland,2022,39736,276,Automatic,Petrol,4x4,7.6,176,Red,4/5 doors,Full leather interior,Sedans / saloons,4/5 doors,5,42349.0
Peugeot,3008,Netherlands,2024,4351,129,Automatic,Petrol,4x2,6.5,117,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,36699.0
BMW,318,Italy,2022,14000,148,Automatic,Diesel,4x2,7.7,187,Black,Other interior color,Other interior material,Station Wagon,4/5 doors,5,33499.0
Ford,Mondeo,Germany,2020,86125,148,Manual,Diesel,4x2,5.2,132,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,23599.0
Volkswagen,Golf,Germany,2024,11950,148,Automatic,Diesel,4x2,3.9,103,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,31749.0
Volkswagen,Beetle,Germany,2016,77800,148,Automatic,Petrol,4x2,6.2,143,White,Black interior,Other interior material,Hatchback,2/3 doors,4,19949.0
Opel,Movano,Germany,2024,10,162,Manual,Diesel,4x2,8.4,222,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,32999.0
BMW,530,Germany,2021,97900,282,Automatic,Diesel,4x4,7.7,187,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,48899.0
Audi,A6,Germany,2020,67809,282,Automatic,Diesel,4x4,5.8,157,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,40499.0
Opel,Corsa,Germany,2021,25000,129,Automatic,Petrol,4x2,4.5,103,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,19149.0
Nissan,Qashqai,Germany,2024,24562,156,Automatic,Petrol,4x2,6.4,145,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,31799.0
BMW,X3,France,2019,58000,150,Automatic,Diesel,4x2,4.9,131,4/5 doors,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,33799.0
Volkswagen,T6 Transporter,Germany,2024,0,148,Manual,Diesel,4x2,7.0,182,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,48649.0
Jeep,Avenger,Italy,2023,26428,99,Manual,Petrol,4x2,5.2,124,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,22099.0
Hyundai,Kona,Netherlands,2018,113729,118,Manual,Petrol,4x2,5.5,125,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,14699.0
Audi,Q3,Germany,2024,0,148,Automatic,Petrol,4x2,6.5,135,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,53099.0
Peugeot,2008,Germany,2024,10,99,Manual,Petrol,4x2,5.5,105,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,23949.0
Nissan,Qashqai,Poland,2022,2000,138,Manual,Petrol,4x2,5.7,121,Grey,4/5 doors,Cloth interior,SUV / offroad,4/5 doors,5,30199.0
Fiat,Ducato,Italy,2020,155000,118,Manual,Diesel,4x2,7.1,186,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,12499.0
Volkswagen,T-Cross,Germany,2020,34062,114,Manual,Petrol,4x2,5.1,114,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,21749.0
Hyundai,i20,Germany,2024,50,99,Manual,Petrol,4x2,4.5,104,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,22099.0
Hyundai,i10,Italy,2024,500,62,Manual,Petrol,4x2,4.2,97,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,14799.0
Volkswagen,Touareg,Germany,2021,46300,282,Automatic,Diesel,4x4,8.2,184,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,51999.0
Volkswagen,Golf,Germany,2022,33000,241,Manual,Petrol,4x2,6.9,157,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,31499.0
Peugeot,Boxer,Italy,2020,71000,118,Manual,Diesel,4x2,6.0,159,White,Other interior color,Other interior material,Cargo VAN,4/5 doors,3,15649.0
Renault,Grand Scenic,France,2018,105549,109,Manual,Diesel,4x2,3.9,104,4/5 doors,Other interior color,Other interior material,MPV,4/5 doors,7,14899.0
Volkswagen,T-Roc,Germany,2022,34203,148,Automatic,Petrol,4x2,6.4,130,Black,Black interior,Alcantara interior,Cabriolet,4/5 doors,4,36199.0
Volkswagen,Crafter,Germany,2019,60850,101,Manual,Diesel,4x2,7.7,191,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,26149.0
Hyundai,Kona,Germany,2024,0,139,Automatic,Petrol,4x2,5.4,124,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,30249.0
Fiat,500,Italy,2024,18634,68,Manual,Petrol,4x2,7.7,187,White,Black interior,Cloth interior,Hatchback,2/3 doors,4,17749.0
BMW,X1,Germany,2024,0,154,Automatic,Petrol,4x2,6.4,144,Silver,4/5 doors,Full leather interior,SUV / offroad,4/5 doors,5,57249.0
Opel,Corsa,Germany,2023,8457,99,Automatic,Petrol,4x2,4.3,99,Red,Black interior,Part leather interior,Hatchback,4/5 doors,5,22449.0
Citroën,Berlingo,Germany,2017,32500,97,Manual,Petrol,4x2,7.1,164,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,5,15299.0
Renault,Clio,Germany,2024,5,89,Automatic,Petrol,4x2,5.8,132,Orange,Grey interior,Cloth interior,Hatchback,4/5 doors,5,22399.0
Ford,Transit Custom,Germany,2018,132533,129,Manual,Diesel,4x2,6.5,169,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,16049.0
Škoda,Karoq,Germany,2024,15,148,Automatic,Petrol,4x2,5.6,126,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,37349.0
Volkswagen,Golf,Germany,2024,20980,148,Manual,Petrol,4x2,5.3,122,Gold,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,34099.0
Mazda,2,Germany,2024,0,89,Manual,Petrol,4x2,4.7,107,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,22249.0
Opel,Mokka,Germany,2024,14975,99,Manual,Petrol,4x2,4.6,104,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,19299.0
Opel,Mokka,Germany,2021,37418,129,Automatic,Petrol,4x2,4.9,111,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,24399.0
Seat,Arona,Germany,2024,10,114,Manual,Petrol,4x2,5.1,114,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,21299.0
Volkswagen,Polo,Germany,2022,18541,79,Manual,Petrol,4x2,4.8,109,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,17299.0
Audi,Q5,Germany,2024,17854,201,Automatic,Diesel,4x4,5.4,142,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,56149.0
Volkswagen,Arteon,Germany,2021,79315,197,Automatic,Diesel,4x2,5.3,122,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,36199.0
Škoda,Kamiq,Germany,2020,41477,114,Automatic,Petrol,4x2,5.0,113,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,22499.0
Fiat,500,Italy,2020,81000,68,Manual,Petrol,4x2,3.9,88,Blue,Other interior color,Other interior material,Hatchback,2/3 doors,4,11399.0
Peugeot,3008,Germany,2022,35802,129,Automatic,Petrol,4x2,6.5,122,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,32099.0
BMW,120,Germany,2024,2500,168,Automatic,Petrol,4x2,5.4,122,Grey,Grey interior,Cloth interior,Hatchback,4/5 doors,5,38949.0
Mercedes-Benz,Sprinter,Germany,2020,117976,161,Manual,Diesel,4x2,7.7,201,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,26549.0
Audi,A3,Italy,2023,25430,148,Automatic,Diesel,4x2,4.6,102,White,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5,32249.0
Audi,Q5,Belgium,2020,111136,135,Automatic,Diesel,4x2,4.7,123,4/5 doors,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,28949.0
Ford,Focus,Austria,2020,37500,276,Manual,Petrol,4x2,7.9,179,Black,Other interior color,Full leather interior,Sedans / saloons,4/5 doors,5,25749.0
Audi,Q5,Poland,2024,1,201,Automatic,Diesel,4x4,5.4,142,Black,4/5 doors,4/5 doors,SUV / offroad,4/5 doors,5,54299.0
Ford,Tourneo Courier,Austria,2024,20,123,Manual,Petrol,4x2,7.7,187,Green,Other interior color,Other interior material,MPV/VAN,4/5 doors,5,29949.0
Seat,Ateca,Germany,2023,28462,148,Automatic,Petrol,4x2,5.7,129,Silver,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,29899.0
BMW,X7,Germany,2021,94500,335,Automatic,Diesel,4x4,7.7,187,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,7,75199.0
Citroën,C4,Spain,2024,22729,129,Automatic,Petrol,4x2,7.7,187,Blue,Other interior color,Other interior material,Hatchback,4/5 doors,5,20999.0
Mercedes-Benz,CLA 220 Shooting Brake,Germany,2019,133173,188,Automatic,Diesel,4x2,7.7,187,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,23299.0
Audi,Q3,Italy,2020,62000,148,Automatic,Petrol,4x2,6.5,135,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,35449.0
Volkswagen,Golf,Germany,2023,6120,148,Manual,Petrol,4x2,5.3,120,Grey,Black interior,Part leather interior,Hatchback,4/5 doors,5,28799.0
Volkswagen,Polo,Germany,2024,20875,79,Manual,Petrol,4x2,5.2,106,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,19299.0
BMW,320,Germany,2021,60487,188,Automatic,Diesel,4x4,7.7,187,Blue,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,33049.0
Volkswagen,Golf,Germany,2022,33329,148,Manual,Diesel,4x2,3.9,103,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,23999.0
Kia,XCeed,Germany,2024,0,134,Automatic,Diesel,4x2,1.4,29,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,35249.0
Volkswagen,Passat,Germany,2022,79100,121,Automatic,Diesel,4x2,5.0,113,Silver,Black interior,Cloth interior,Station Wagon,4/5 doors,5,23599.0
Ford,Fiesta,Germany,2020,49084,99,Manual,Petrol,4x2,5.3,94,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,13799.0
Seat,Arona,Germany,2021,66125,109,Manual,Petrol,4x2,4.8,109,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,18849.0
Škoda,Karoq,Germany,2020,90000,148,Manual,Diesel,4x2,4.6,122,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,18349.0
Volkswagen,T-Roc,Germany,2024,0,148,Manual,Petrol,4x2,6.3,128,Black,Other interior color,Cloth interior,Cabriolet,4/5 doors,4,51999.0
Mitsubishi,Space Star,Germany,2024,10,70,Manual,Petrol,4x2,5.0,112,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,14699.0
Hyundai,i10,Germany,2019,37100,66,Manual,Petrol,4x2,5.1,117,Silver,Black interior,Cloth interior,Hatchback,4/5 doors,5,10499.0
Volkswagen,Golf,Germany,2021,43500,114,Automatic,Diesel,4x2,3.9,102,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,22549.0
Mercedes-Benz,E 450,Germany,2018,81000,362,Automatic,Petrol,4x4,7.7,187,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,41299.0
MINI,ONE,Germany,2021,14355,101,Manual,Petrol,4x2,5.5,122,Black,Black interior,Cloth interior,Hatchback,2/3 doors,4,18849.0
Fiat,Panda,Italy,2022,37020,68,Manual,Petrol,4x2,3.9,89,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,4,13799.0
Ford,Mustang,Austria,2021,6100,443,Manual,Petrol,4x2,12.5,284,Blue,Other interior color,Full leather interior,Cabriolet,2/3 doors,4,63249.0
Mercedes-Benz,Citan,Netherlands,2019,84978,74,Manual,Diesel,4x2,4.6,119,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,13899.0
Ford,Kuga,Germany,2023,8855,221,Automatic,Petrol,4x2,5.5,118,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,41599.0
Volkswagen,Polo,Germany,2024,0,79,Manual,Petrol,4x2,5.2,106,Grey,Black interior,Other interior material,Hatchback,4/5 doors,5,20399.0
Mercedes-Benz,V 250,Germany,2021,113627,188,Automatic,Diesel,4x4,7.7,187,Black,Black interior,Cloth interior,MPV/VAN,4/5 doors,6,56349.0
Citroën,C3 Aircross,Belgium,2022,7966,129,Automatic,Petrol,4x2,6.0,114,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,21649.0
Audi,A6 Allroad,Germany,2021,162900,282,Automatic,Diesel,4x4,6.0,158,Black,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,37349.0
Mercedes-Benz,GLE 400,Germany,2023,20000,326,Automatic,Diesel,4x4,7.7,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,86949.0
BMW,420,Germany,2021,62534,188,Automatic,Diesel,4x2,7.7,187,4/5 doors,Beige interior,Full leather interior,Cabriolet,2/3 doors,4,43549.0
Mercedes-Benz,Vito,Germany,2018,125000,134,Manual,Diesel,4x2,7.4,195,Black,Black interior,Part leather interior,Cargo VAN,4/5 doors,4,22549.0
Opel,Corsa,Germany,2023,250,101,Manual,Diesel,4x2,3.3,87,Red,4/5 doors,4/5 doors,Hatchback,4/5 doors,5,17349.0
Mercedes-Benz,V 250,Germany,2021,139985,188,Automatic,Diesel,4x2,7.7,187,Grey,Black interior,Cloth interior,MPV/VAN,4/5 doors,6,46849.0
Audi,Q3,Germany,2021,23000,148,Automatic,Petrol,4x2,6.5,135,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,35249.0
Volkswagen,Golf,Germany,2024,125,148,Manual,Petrol,4x2,5.3,122,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,29399.0
Audi,A1,Italy,2023,9800,148,Automatic,Petrol,4x2,5.0,114,Grey,Black interior,Part leather interior,Hatchback,4/5 doors,5,29949.0
MG,4/5 doors,Germany,2024,0,192,Automatic,Petrol,4x2,7.7,187,Blue,Black interior,Part leather interior,Hatchback,4/5 doors,5,27499.0
Dacia,Duster,Netherlands,2024,10,99,Manual,LPG,4x2,6.9,125,Green,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,32199.0
Ford,Focus,Germany,2024,2,122,Manual,Petrol,4x2,5.3,108,Blue,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,27849.0
Suzuki,SX4 S-Cross,Netherlands,2023,24094,127,Manual,Petrol,4x2,7.7,187,Blue,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,25799.0
Volkswagen,Passat,Germany,2023,32114,148,Automatic,Diesel,4x2,5.0,113,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,30999.0
Mitsubishi,ASX,Poland,2020,62662,148,Manual,Petrol,4x2,7.5,161,Brown,4/5 doors,4/5 doors,SUV / offroad,4/5 doors,5,17299.0
Mercedes-Benz,AMG GT Roadster,Germany,2019,35557,469,Automatic,Petrol,4x2,7.7,187,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,111499.0
Audi,RSQ8,Germany,2024,0,632,Automatic,Petrol,4x4,12.1,277,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,177949.0
Škoda,Karoq,Germany,2023,10,114,Manual,Diesel,4x2,4.3,114,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,28049.0
MINI,Cooper Cabrio,Germany,2024,2851,134,Manual,Petrol,4x2,5.6,136,White,Black interior,Full leather interior,Cabriolet,2/3 doors,4,33049.0
Volkswagen,Passat,Germany,2024,10,148,Automatic,Petrol,4x2,5.4,124,Black,Grey interior,Alcantara interior,Station Wagon,4/5 doors,5,48449.0
Seat,Arona,Germany,2024,990,109,Manual,Petrol,4x2,4.8,109,4/5 doors,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,25749.0
BMW,M140i,Germany,2018,68075,335,Manual,Petrol,4x2,7.7,187,Grey,Black interior,Cloth interior,Hatchback,2/3 doors,4,31499.0
Hyundai,i10,Germany,2024,2,62,Manual,Petrol,4x2,4.2,97,White,Black interior,Cloth interior,Hatchback,4/5 doors,4,17349.0
Mercedes-Benz,G 400,Belgium,2022,70447,326,Automatic,Diesel,4x4,8.7,229,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,139699.0
Nissan,Qashqai,Germany,2024,15,156,Manual,Petrol,4x2,6.4,144,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,35749.0
Peugeot,2008,France,2020,20900,129,Automatic,Petrol,4x2,4.6,109,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,18999.0
Škoda,Kodiaq,France,2024,10,148,Automatic,Petrol,4x2,6.9,143,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,7,36249.0
Opel,Corsa,Italy,2023,10672,74,Manual,Petrol,4x2,4.1,93,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,16849.0
Dacia,Duster,Germany,2024,19369,113,Manual,Diesel,4x4,4.8,126,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,22549.0
BMW,M3,Italy,2022,23301,503,Automatic,Petrol,4x4,10.8,248,Black,Other interior color,Other interior material,Station Wagon,4/5 doors,5,106599.0
Mercedes-Benz,GLC 220,Germany,2023,16294,194,Automatic,Diesel,4x4,7.7,187,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,59049.0
Audi,A4,Netherlands,2019,76488,188,Automatic,Petrol,4x2,5.9,135,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,27799.0
Volkswagen,Golf Sportsvan,Germany,2020,57000,129,Manual,Petrol,4x2,5.3,121,White,Grey interior,Part leather interior,MPV,4/5 doors,5,23399.0
Audi,A3,Italy,2022,50000,148,Automatic,Petrol,4x2,5.6,115,Grey,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5,31299.0
Volkswagen,Passat,Austria,2020,115500,148,Automatic,Diesel,4x2,5.0,113,Grey,Other interior color,Other interior material,Station Wagon,4/5 doors,5,20899.0
BMW,X3,Poland,2021,72900,188,Automatic,Diesel,4x4,6.2,163,Black,4/5 doors,Full leather interior,SUV / offroad,4/5 doors,5,43399.0
Volkswagen,T-Roc,Germany,2020,48587,148,Manual,Petrol,4x2,5.4,124,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,22649.0
Opel,Corsa,Germany,2017,45330,89,Automatic,Petrol,4x2,4.7,110,Red,Grey interior,Cloth interior,Hatchback,4/5 doors,5,12399.0
Audi,Q3,Italy,2022,19000,148,Automatic,Diesel,4x2,4.7,124,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,35249.0
Peugeot,208,Italy,2022,23900,74,Manual,Petrol,4x2,5.3,94,Red,Other interior color,Other interior material,Hatchback,4/5 doors,5,17799.0
Ford,Focus,Germany,2023,22561,114,Automatic,Diesel,4x2,4.5,117,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,26549.0
Ford,Ranger,Germany,2024,10,237,Automatic,Diesel,4x4,10.2,268,Grey,Other interior color,Part leather interior,Pick-up,4/5 doors,5,61649.0
Seat,Ateca,Germany,2020,52402,148,Automatic,Diesel,4x4,5.5,145,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,28899.0
Mercedes-Benz,Vito,Germany,2020,167997,161,Automatic,Diesel,4x2,5.8,153,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,5,23649.0
