Make,Model,Location,First registration,Mileage,Power,Transmission,Fuel,Drive type,Consumption,CO2 emissions,Body color,Interior color,Interior material,Body,Doors,Seats,Price
BMW,X5,Germany,8/2020,94 397 km,261 hp,Automatic,Diesel,4x4,,,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,57349.0
Seat,Leon,Germany,4/2016,35 200 km,148 hp,Manual,Petrol,4x2,4.7 l/100km,111 g/km,Blue,Black interior,Alcantara interior,Hatchback,4/5 doors,5.0,15649.0
Volkswagen,Amarok,Germany,1/2020,150 000 km,201 hp,Automatic,Diesel,4x4,8.8 l/100km,228 g/km,Grey,Black interior,Cloth interior,Pick-up,4/5 doors,5.0,36699.0
Citroën,C3,Italy,10/2020,23 291 km,101 hp,Manual,Diesel,4x2,3.2 l/100km,86 g/km,Grey,Black interior,Other interior material,Hatchback,4/5 doors,5.0,15799.0
Opel,Grandland X,Germany,10/2019,78 900 km,129 hp,Automatic,Diesel,4x2,4.1 l/100km,108 g/km,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,20949.0
BMW,X2,Italy,2/2020,60 000 km,148 hp,Automatic,Diesel,4x2,4.3 l/100km,114 g/km,White,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,29949.0
Toyota,Avensis,Germany,4/2015,91 641 km,145 hp,Manual,Petrol,4x2,6.6 l/100km,153 g/km,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,14899.0
Ford,Ranger,Germany,10/2023,22 600 km,208 hp,Automatic,Diesel,4x4,6.9 l/100km,179 g/km,Silver,Other interior color,Part leather interior,Pick-up,4/5 doors,5.0,63799.0
Cupra,Formentor,Spain,5/2022,96 788 km,148 hp,Automatic,Petrol,4x2,5.5 l/100km,126 g/km,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,22799.0
Peugeot,508,Poland,1/2020,99 871 km,129 hp,Manual,Diesel,4x2,3.6 l/100km,94 g/km,Grey,,,Station Wagon,4/5 doors,5.0,15349.0
Audi,A3,Belgium,12/2023,33 359 km,114 hp,Automatic,Diesel,4x2,4.6 l/100km,102 g/km,Grey,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,35699.0
Land Rover,Defender,Austria,10/2023,25 000 km,245 hp,Automatic,Diesel,4x4,9.9 l/100km,220 g/km,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,81949.0
Volkswagen,Polo,Netherlands,9/2023,20 070 km,94 hp,Manual,Petrol,4x2,5.2 l/100km,106 g/km,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,25199.0
Volkswagen,T-Cross,Germany,8/2024,15 km,114 hp,Automatic,Petrol,4x2,4.9 l/100km,113 g/km,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5.0,32099.0
Seat,Tarraco,Germany,8/2021,78 944 km,148 hp,Manual,Diesel,4x2,4.9 l/100km,129 g/km,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,7.0,27799.0
Toyota,IQ,Germany,5/2012,84 000 km,97 hp,Manual,Petrol,4x2,,,Grey,Black interior,Part leather interior,Hatchback,2/3 doors,4.0,10899.0
Volkswagen,Polo,Germany,7/2024,0 km,94 hp,Automatic,Petrol,4x2,5.6 l/100km,105 g/km,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,33149.0
Cupra,Ateca,Germany,5/2022,41 207 km,296 hp,Automatic,Petrol,4x4,9 l/100km,175 g/km,Grey,,,SUV / offroad,4/5 doors,5.0,39949.0
Mercedes-Benz,A 180,France,11/2018,99 990 km,115 hp,Automatic,Diesel,4x2,4 l/100km,107 g/km,Black,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,27349.0
Abarth,695,Germany,2/2023,10 km,177 hp,Manual,Petrol,4x2,6.7 l/100km,161 g/km,Grey,Black interior,Full leather interior,Hatchback,2/3 doors,4.0,35249.0
Toyota,Proace City Verso,Germany,9/2024,50 km,109 hp,Manual,Petrol,4x2,5.3 l/100km,122 g/km,Silver,Black interior,Cloth interior,MPV/VAN,4/5 doors,7.0,33149.0
Kia,ProCeed,Germany,3/2024,12 500 km,201 hp,Automatic,Petrol,4x2,6.8 l/100km,142 g/km,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,34199.0
Volkswagen,T-Cross,Germany,6/2024,10 km,114 hp,Automatic,Petrol,4x2,4.9 l/100km,113 g/km,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,32049.0
Škoda,Karoq,Netherlands,10/2019,105 249 km,148 hp,Manual,Petrol,4x2,5.4 l/100km,123 g/km,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,27299.0
Kia,Sportage,Spain,8/2022,40 994 km,150 hp,Manual,Petrol,4x2,6.9 l/100km,159 g/km,,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,22699.0
Citroën,C5 X,Belgium,8/2024,10 km,129 hp,Automatic,Petrol,4x2,,,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,29149.0
Volkswagen,Touran,Germany,9/2021,42 693 km,148 hp,Manual,Petrol,4x2,5.7 l/100km,149 g/km,Blue,Black interior,Alcantara interior,MPV,4/5 doors,5.0,29949.0
Volkswagen,Tiguan Allspace,Germany,4/2024,13 000 km,197 hp,Automatic,Diesel,4x4,5.4 l/100km,142 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,57149.0
Renault,Captur,Germany,11/2019,25 850 km,129 hp,Manual,Petrol,4x2,5.4 l/100km,123 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,16849.0
Seat,Ibiza,Germany,12/2022,32 500 km,94 hp,Manual,Petrol,4x2,4.7 l/100km,107 g/km,,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,15749.0
Jeep,Renegade,Italy,1/2020,69 000 km,177 hp,Automatic,Petrol,4x4,7.5 l/100km,172 g/km,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,26299.0
Volkswagen,Polo,Germany,3/2012,146 069 km,84 hp,Manual,Petrol,4x2,5.8 l/100km,139 g/km,Grey,Black interior,Velour interior,Hatchback,4/5 doors,5.0,7849.0
Volkswagen,Touran,Germany,8/2024,0 km,148 hp,Automatic,Diesel,4x2,4.9 l/100km,138 g/km,Black,Black interior,,MPV,4/5 doors,7.0,44249.0
BMW,530,France,3/2023,35 913 km,184 hp,Automatic,Other fuel type,4x4,,41 g/km,,Other interior color,Full leather interior,Station Wagon,4/5 doors,5.0,52699.0
Ford,Kuga,Italy,2/2023,17 181 km,118 hp,Automatic,Diesel,4x2,7.7 l/100km,177 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,29199.0
Volkswagen,T6 Multivan,Germany,8/2021,66 104 km,148 hp,Automatic,Diesel,4x2,6.4 l/100km,168 g/km,Black,Other interior color,Alcantara interior,MPV/VAN,4/5 doors,6.0,53199.0
Ford,Focus,Germany,4/2024,2 km,153 hp,Automatic,Petrol,4x2,5.2 l/100km,108 g/km,Silver,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5.0,28399.0
Kia,Picanto,Spain,6/2023,13 004 km,66 hp,Manual,Petrol,4x2,4.9 l/100km,113 g/km,White,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,13649.0
Mercedes-Benz,E 220,Germany,3/2023,8 892 km,197 hp,Automatic,Diesel,4x2,,,Silver,Black interior,Other interior material,Sedans / saloons,4/5 doors,5.0,45649.0
BMW,116,Germany,1/2023,12 250 km,107 hp,Automatic,Petrol,4x2,,,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,26299.0
Land Rover,Range Rover Evoque,Italy,6/2020,160 000 km,148 hp,Automatic,Diesel,4x4,5.6 l/100km,142 g/km,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,27649.0
Opel,Astra,Germany,3/2021,38 916 km,129 hp,Manual,Petrol,4x2,4.3 l/100km,99 g/km,Blue,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,15799.0
Mercedes-Benz,SLS AMG,Germany,10/2011,38 000 km,563 hp,Automatic,Petrol,4x2,13.2 l/100km,308 g/km,Grey,Beige interior,Full leather interior,Coupe,2/3 doors,2.0,191499.0
Kia,Sportage,Poland,1/2021,65 000 km,174 hp,Automatic,Petrol,4x2,7.4 l/100km,170 g/km,Grey,,Cloth interior,SUV / offroad,4/5 doors,5.0,21999.0
Peugeot,208,Italy,6/2024,15 km,99 hp,Manual,Petrol,4x2,5.3 l/100km,97 g/km,White,Grey interior,Part leather interior,Hatchback,4/5 doors,5.0,20699.0
Mercedes-Benz,C 220,Germany,3/2023,45 292 km,197 hp,Automatic,Diesel,4x2,,,Silver,Brown interior,Other interior material,Station Wagon,4/5 doors,5.0,42549.0
Audi,A3,Germany,8/2024,0 km,148 hp,Manual,Petrol,4x2,5.8 l/100km,124 g/km,Black,Black interior,Part leather interior,Hatchback,4/5 doors,5.0,49499.0
Ford,Focus,Germany,3/2023,88 258 km,114 hp,Automatic,Diesel,4x2,4.5 l/100km,117 g/km,White,Other interior color,Cloth interior,Station Wagon,4/5 doors,5.0,18949.0
Kia,Picanto,Germany,10/2024,40 km,62 hp,Manual,Petrol,4x2,4.9 l/100km,113 g/km,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,4.0,16799.0
Peugeot,3008,France,4/2024,10 km,129 hp,Manual,Petrol,4x2,6.2 l/100km,114 g/km,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,25749.0
Dacia,Sandero,Poland,1/2018,53 080 km,89 hp,Manual,Petrol,4x2,5.5 l/100km,125 g/km,Blue,,Cloth interior,Hatchback,4/5 doors,5.0,9949.0
Toyota,Proace City,Austria,8/2024,0 km,129 hp,Manual,Diesel,4x2,,,Black,Other interior color,Other interior material,Cargo VAN,4/5 doors,5.0,35999.0
Nissan,Micra,Germany,3/2023,13 522 km,91 hp,Manual,Petrol,4x2,5.3 l/100km,121 g/km,Red,Black interior,Alcantara interior,Hatchback,4/5 doors,5.0,19549.0
Audi,Q5,Italy,1/2021,108 749 km,201 hp,Automatic,Diesel,4x4,5.3 l/100km,139 g/km,Blue,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,36349.0
Škoda,Kamiq,Germany,7/2021,142 738 km,109 hp,Automatic,Petrol,4x2,4.7 l/100km,108 g/km,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,16849.0
Nissan,Juke,Italy,6/2023,4 160 km,113 hp,Automatic,Petrol,4x2,,,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,22049.0
Mercedes-Benz,A 180,Austria,7/2023,8 041 km,114 hp,Automatic,Diesel,4x2,,,Silver,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,31699.0
Seat,Ibiza,Germany,10/2024,1 050 km,114 hp,Manual,Petrol,4x2,5 l/100km,113 g/km,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,27649.0
BMW,X2,France,2/2019,33 650 km,189 hp,Automatic,Petrol,4x2,,,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,32799.0
Audi,Q3,Belgium,9/2024,11 km,148 hp,Automatic,Petrol,4x2,6.5 l/100km,135 g/km,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,47149.0
Mercedes-Benz,GLC 220,Austria,10/2019,79 850 km,192 hp,Automatic,Diesel,4x4,5.2 l/100km,140 g/km,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,40799.0
Ford,Fiesta,Germany,7/2018,39 870 km,99 hp,Manual,Petrol,4x2,4.9 l/100km,112 g/km,Red,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,15899.0
Opel,Corsa,Germany,6/2024,10 km,99 hp,Automatic,Petrol,4x2,4.3 l/100km,99 g/km,Silver,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,19799.0
Volkswagen,T-Cross,Germany,11/2022,20 092 km,109 hp,Manual,Petrol,4x2,5.8 l/100km,110 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,18899.0
Seat,Leon,Belgium,8/2022,5 577 km,109 hp,Automatic,Petrol,4x2,4.5 l/100km,103 g/km,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,21149.0
Opel,Mokka,Germany,6/2021,49 983 km,129 hp,Manual,Petrol,4x2,4.5 l/100km,102 g/km,Green,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,21099.0
Porsche,992,Netherlands,6/2019,55 000 km,444 hp,Automatic,Petrol,4x4,9.9 l/100km,225 g/km,Blue,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,156199.0
Mercedes-Benz,C 220,Germany,10/2020,173 000 km,192 hp,Automatic,Diesel,4x4,,,Blue,Black interior,Part leather interior,Station Wagon,4/5 doors,5.0,23449.0
BMW,X7,Germany,6/2022,27 260 km,335 hp,Automatic,Diesel,4x4,,,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7.0,90149.0
Mercedes-Benz,CLA 200 Shooting Brake,Belgium,1/2024,5 000 km,148 hp,Automatic,Diesel,4x2,5 l/100km,132 g/km,White,Other interior color,Other interior material,Station Wagon,4/5 doors,5.0,43849.0
BMW,X2,Germany,12/2021,45 346 km,138 hp,Automatic,Petrol,4x2,,,White,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5.0,26699.0
Audi,A3,Germany,1/2024,3 183 km,109 hp,Manual,Petrol,4x2,5.5 l/100km,109 g/km,Black,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,29949.0
Volkswagen,T-Roc,Germany,2/2024,3 929 km,109 hp,Manual,Petrol,4x2,6 l/100km,118 g/km,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,25349.0
Peugeot,508,Germany,4/2024,13 140 km,129 hp,Automatic,Petrol,4x2,6.6 l/100km,147 g/km,Blue,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,31899.0
BMW,318,Germany,3/2019,160 000 km,148 hp,Manual,Diesel,4x2,,,Silver,Black interior,Part leather interior,Station Wagon,4/5 doors,5.0,13899.0
Volkswagen,Passat,Germany,3/2024,18 180 km,148 hp,Manual,Diesel,4x2,5 l/100km,116 g/km,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,29399.0
BMW,X5,Germany,8/2024,0 km,347 hp,Automatic,Diesel,4x4,,,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,127249.0
Volkswagen,Touran,Germany,8/2019,64 900 km,148 hp,Manual,Diesel,4x2,4.7 l/100km,123 g/km,White,Black interior,Velour interior,MPV,4/5 doors,5.0,27799.0
Peugeot,3008,Poland,1/2019,67 661 km,129 hp,Automatic,Diesel,4x2,5.2 l/100km,108 g/km,Brown,,Part leather interior,SUV / offroad,4/5 doors,5.0,23049.0
Škoda,Kamiq,Germany,10/2023,6 110 km,148 hp,Manual,Petrol,4x2,4.9 l/100km,113 g/km,,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,26699.0
Suzuki,Vitara,Austria,7/2024,3 000 km,127 hp,Manual,Petrol,4x4,5.8 l/100km,111 g/km,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,31299.0
Volkswagen,T6 Transporter,Austria,7/2020,163 000 km,148 hp,Manual,Diesel,4x4,7.1 l/100km,188 g/km,Grey,Other interior color,Cloth interior,Cargo VAN,4/5 doors,3.0,26549.0
RAM,1500,Germany,2/2021,79 859 km,394 hp,Automatic,Petrol,4x4,,,Red,Black interior,Full leather interior,Pick-up,4/5 doors,5.0,47099.0
BMW,118,Italy,1/2021,87 027 km,148 hp,Automatic,Diesel,4x2,4.2 l/100km,109 g/km,Grey,Black interior,Part leather interior,Hatchback,4/5 doors,5.0,27299.0
Seat,Tarraco,Austria,1/2024,13 903 km,148 hp,Automatic,Diesel,4x2,4.8 l/100km,125 g/km,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,46249.0
Kia,Stonic,Italy,7/2020,95 093 km,95 hp,Manual,LPG,4x2,7.9 l/100km,121 g/km,White,Grey interior,Other interior material,SUV / offroad,4/5 doors,5.0,14699.0
Audi,Q3,Germany,7/2015,97 600 km,148 hp,Automatic,Petrol,4x2,6.2 l/100km,145 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,17449.0
Opel,Corsa,Germany,3/2021,21 534 km,99 hp,Automatic,Petrol,4x2,4.3 l/100km,99 g/km,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,21399.0
Seat,Tarraco,Poland,1/2019,61 970 km,148 hp,Automatic,Diesel,4x4,5.6 l/100km,146 g/km,Blue,,Cloth interior,SUV / offroad,4/5 doors,5.0,30199.0
Volkswagen,Crafter,Germany,10/2020,76 300 km,174 hp,Manual,Diesel,4x2,8.7 l/100km,228 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,22449.0
Volkswagen,T6 Transporter,Germany,4/2019,97 621 km,148 hp,Automatic,Diesel,4x2,6 l/100km,159 g/km,Black,Black interior,Alcantara interior,Cargo VAN,4/5 doors,7.0,44999.0
Kia,Picanto,Poland,1/2024,1 km,78 hp,Manual,Petrol,4x2,,104 g/km,Silver,,,Hatchback,4/5 doors,4.0,17549.0
BMW,M3,Germany,4/2023,11 823 km,543 hp,Automatic,Petrol,4x2,10.8 l/100km,248 g/km,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,132499.0
Škoda,Octavia,Germany,8/2024,0 km,261 hp,Automatic,Petrol,4x2,6.9 l/100km,149 g/km,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5.0,46699.0
Mercedes-Benz,GLS 450,Germany,10/2024,25 km,375 hp,Automatic,Petrol,4x4,10.7 l/100km,244 g/km,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5.0,131549.0
Renault,Master,Netherlands,10/2024,2 km,168 hp,Manual,Diesel,4x2,13.1 l/100km,183 g/km,Silver,Other interior color,Other interior material,Cargo VAN,4/5 doors,3.0,57999.0
Fiat,500,Italy,9/2023,15 km,68 hp,Manual,Petrol,4x2,4.7 l/100km,88 g/km,Black,Black interior,Cloth interior,Hatchback,2/3 doors,4.0,16899.0
Renault,Captur,Netherlands,3/2024,15 795 km,90 hp,Manual,Petrol,4x2,5.4 l/100km,122 g/km,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,25249.0
Mercedes-Benz,GLE 300,Germany,12/2019,101 000 km,241 hp,Automatic,Diesel,4x4,,,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,52149.0
BMW,218,Poland,1/2024,5 km,134 hp,Automatic,Petrol,4x2,5.7 l/100km,136 g/km,White,Black interior,Cloth interior,Coupe,2/3 doors,5.0,50899.0
Ford,Focus,Spain,7/2020,85 000 km,118 hp,Manual,Diesel,4x2,4.2 l/100km,94 g/km,White,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,17949.0
Volkswagen,Passat,Germany,6/2019,110 420 km,148 hp,Manual,Diesel,4x2,5 l/100km,116 g/km,Black,Black interior,Alcantara interior,Station Wagon,4/5 doors,5.0,21499.0
Kia,Ceed,Netherlands,9/2021,48 214 km,99 hp,Manual,Petrol,4x2,,,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,18049.0
Mercedes-Benz,Sprinter,Netherlands,1/2019,152 163 km,113 hp,Automatic,Diesel,4x2,,,White,Other interior color,Other interior material,Cargo VAN,4/5 doors,2.0,30749.0
Mercedes-Benz,B 180,Germany,12/2017,46 000 km,121 hp,Automatic,Petrol,4x2,5.9 l/100km,137 g/km,White,Grey interior,Part leather interior,MPV,4/5 doors,5.0,20899.0
Volkswagen,Tiguan,Belgium,2/2021,42 428 km,129 hp,Manual,Petrol,4x2,5.6 l/100km,127 g/km,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,25149.0
BMW,530,Germany,6/2020,71 942 km,248 hp,Automatic,Petrol,4x2,,,White,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,33549.0
Ford,F-150,Poland,1/2022,16 000 km,389 hp,Automatic,Petrol,4x4,,,White,,Full leather interior,Pick-up,4/5 doors,5.0,56849.0
Toyota,Aygo X,Germany,12/2021,1 665 km,71 hp,Manual,Petrol,4x2,,,Silver,Grey interior,Cloth interior,SUV / offroad,4/5 doors,4.0,15499.0
Volkswagen,Polo,Germany,5/2019,73 183 km,64 hp,Manual,Petrol,4x2,4.6 l/100km,105 g/km,White,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,12799.0
Audi,A3,Germany,6/2020,56 043 km,148 hp,Automatic,Diesel,4x2,4.6 l/100km,118 g/km,Black,Black interior,Velour interior,Sedans / saloons,4/5 doors,5.0,25699.0
Porsche,992,Belgium,7/2020,67 000 km,380 hp,Automatic,Petrol,4x2,9.6 l/100km,218 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,114649.0
Volkswagen,T-Roc,Italy,4/2021,101 000 km,114 hp,Manual,Diesel,4x2,4.7 l/100km,113 g/km,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,18849.0
Porsche,Macan,Germany,8/2018,88 900 km,394 hp,Automatic,Petrol,4x4,9.2 l/100km,216 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,47849.0
Hyundai,i10,Italy,1/2021,25 430 km,66 hp,Manual,Petrol,4x2,4.2 l/100km,97 g/km,White,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,13399.0
Mercedes-Benz,CLA 180 Shooting Brake,Germany,5/2022,46 635 km,134 hp,Automatic,Petrol,4x2,,,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,24699.0
BMW,X6,Spain,6/2020,41 500 km,261 hp,Automatic,Diesel,4x4,6.1 l/100km,162 g/km,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,72099.0
Mercedes-Benz,GLC 220,Poland,1/2024,1 km,194 hp,Automatic,Diesel,4x4,,,Grey,,,SUV / offroad,4/5 doors,5.0,63249.0
Renault,Twingo,Germany,11/2019,53 200 km,72 hp,Manual,Petrol,4x2,5.5 l/100km,125 g/km,White,Other interior color,Part leather interior,Hatchback,2/3 doors,4.0,11099.0
Volkswagen,Tiguan,Germany,9/2020,17 075 km,148 hp,Automatic,Petrol,4x2,6.1 l/100km,136 g/km,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,29949.0
Volkswagen,Touran,Germany,11/2023,39 890 km,148 hp,Automatic,Diesel,4x2,4.9 l/100km,138 g/km,White,Grey interior,Cloth interior,MPV,4/5 doors,5.0,36849.0
Volkswagen,Touran,Italy,3/2024,30 600 km,148 hp,Automatic,Diesel,4x2,5.7 l/100km,123 g/km,White,Black interior,Cloth interior,MPV,4/5 doors,7.0,41799.0
Ford,Fiesta,Germany,11/2017,70 000 km,138 hp,Manual,Petrol,4x2,4.9 l/100km,112 g/km,Black,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,12799.0
Škoda,Rapid,Germany,1/2018,62 700 km,109 hp,Manual,Petrol,4x2,4.6 l/100km,106 g/km,Green,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5.0,15899.0
Peugeot,3008,France,3/2021,129 000 km,129 hp,Automatic,Diesel,4x2,3.9 l/100km,103 g/km,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,17449.0
Mercedes-Benz,A 180,Germany,4/2020,55 160 km,114 hp,Automatic,Diesel,4x2,,,Silver,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5.0,24199.0
Volkswagen,Tiguan,Germany,3/2024,33 060 km,148 hp,Automatic,Diesel,4x2,4.5 l/100km,119 g/km,Black,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5.0,41599.0
Peugeot,2008,Italy,9/2023,25 100 km,101 hp,Manual,Petrol,4x2,5.5 l/100km,105 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,21399.0
Škoda,Fabia,Germany,6/2018,36 500 km,109 hp,Manual,Petrol,4x2,4.8 l/100km,110 g/km,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,14799.0
Fiat,500,Germany,4/2019,42 445 km,68 hp,Manual,Petrol,4x2,5.3 l/100km,124 g/km,Black,Black interior,Cloth interior,Hatchback,2/3 doors,4.0,12749.0
Ford,Kuga,Poland,1/2021,41 420 km,148 hp,Manual,Petrol,4x2,6.6 l/100km,125 g/km,Blue,,,SUV / offroad,4/5 doors,5.0,23649.0
BMW,X6,Germany,4/2024,35 000 km,347 hp,Automatic,Diesel,4x4,7.3 l/100km,191 g/km,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5.0,112449.0
Volkswagen,Passat,Germany,9/2020,113 650 km,188 hp,Automatic,Petrol,4x2,7.2 l/100km,146 g/km,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,25749.0
Volkswagen,Taigo,Germany,7/2022,12 300 km,94 hp,Manual,Petrol,4x2,4.7 l/100km,108 g/km,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,20449.0
Volkswagen,T-Cross,France,9/2019,82 100 km,94 hp,Automatic,Diesel,4x2,4.2 l/100km,110 g/km,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,20049.0
Škoda,Octavia,Germany,8/2024,10 km,148 hp,Automatic,Diesel,4x2,4.5 l/100km,100 g/km,Blue,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,36249.0
Volkswagen,Golf,Belgium,8/2013,130 150 km,89 hp,Manual,Diesel,4x2,3.8 l/100km,98 g/km,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,9399.0
Nissan,Micra,Netherlands,5/2019,51 071 km,99 hp,Manual,Petrol,4x2,5.3 l/100km,121 g/km,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,13049.0
Fiat,Panda,Italy,9/2023,55 km,68 hp,Manual,Petrol,4x2,,,Black,Black interior,Cloth interior,Hatchback,4/5 doors,4.0,14899.0
Volkswagen,T-Cross,Germany,6/2023,18 292 km,94 hp,Manual,Petrol,4x2,5.8 l/100km,116 g/km,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5.0,22499.0
Volkswagen,Passat,Austria,1/2021,128 500 km,148 hp,Automatic,Diesel,4x2,5 l/100km,113 g/km,Black,Other interior color,Other interior material,Station Wagon,4/5 doors,5.0,21849.0
Opel,Grandland,Germany,1/2024,1 963 km,129 hp,Automatic,Petrol,4x2,4.9 l/100km,112 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,33149.0
Kia,Carens,Germany,9/2017,101 734 km,139 hp,Automatic,Diesel,4x2,5.2 l/100km,135 g/km,Blue,Other interior color,Full leather interior,MPV,4/5 doors,7.0,18999.0
Volkswagen,Caddy,Germany,5/2020,101 225 km,148 hp,Manual,Diesel,4x2,5.6 l/100km,146 g/km,Black,Black interior,Cloth interior,Cargo VAN,4/5 doors,5.0,20399.0
Porsche,991,Germany,3/2016,34 855 km,414 hp,Automatic,Petrol,4x2,8.8 l/100km,202 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,93699.0
Ford,Transit,Germany,9/2021,77 356 km,129 hp,Manual,Diesel,4x2,7.9 l/100km,167 g/km,White,Grey interior,Cloth interior,Cargo VAN,4/5 doors,3.0,25649.0
Audi,A5,Germany,7/2022,25 044 km,201 hp,Automatic,Petrol,4x2,5.6 l/100km,128 g/km,Grey,Black interior,Part leather interior,Sedans / saloons,2/3 doors,5.0,43149.0
Škoda,Octavia,Poland,1/2024,7 km,148 hp,Automatic,Petrol,4x2,5.3 l/100km,105 g/km,Black,,Cloth interior,Sedans / saloons,4/5 doors,5.0,39049.0
